SIREN;Nom de l'entreprise;Produit;Numéro de dossier;Chargé d'affaire;Finalité commerciale;Date D'accord;Date prévisionnelle de signature;Dépenses entreprise (k€);Statut
348633462;SOC GESTION D'ESPACES EVENEMENTIELS;Prêt participatif développement bois;9048355209;Price Glover;Développement;;01/03/2011;448;Perdu
332555721;SMART DIS;Financement travaux modernisation;1865221210;Queen Pfannerstill;Modernisation;04/06/2019;04/05/2019;178;Gagné
505005025;A2G EXPERTISE;Financement formation TES;6489567211;Mara Lowe;Développement;06/07/2013;26/04/2013;115;Gagné
533475661;SIVAN DISTRIBUTION;Financement innovation écologique;9783525212;Price Glover;Développement;;06/05/2017;130;Perdu
827846601;SOC DE L HOTEL PEYRIS;Financement travaux modernisation;7797871213;Abigayle Rohan;Modernisation;17/12/2019;13/10/2019;305;Gagné
490518370;ABSOLUTE PC;Prêt économies énergies;3021440214;Lavon Lang;Modernisation;;23/12/2012;381;Perdu
488766510;HEAT;Financement plan réduction émissions CO2;8647593215;Queen Pfannerstill;Modernisation;;01/05/2014;215;Perdu
817787948;HOTEL GRAMONT;Financement innovation écologique;8591366216;Mara Lowe;Développement;;08/01/2020;231;En cours
792519837;HOTEL D'ALBION;Prêt Crédit Impôt Recherche;5886460217;Dusty Hoppe;Développement;;26/08/2019;237;Perdu
484984661;SOC FAIT BRUEL ET DELMAS;Prêt participatif développement bois;7253441218;Hayden Schroeder;Développement;;04/09/2014;317;Perdu
302990916;SOC EXPLOITATION ETS SOUQUAN;Financement formation TES;1360543219;Dusty Hoppe;Développement;;30/05/2018;250;Perdu
811549633;HOTEL HELUSSI;Prêt Crédit Impôt Recherche;3765393220;Cecile Marquardt;Développement;;08/04/2012;318;Perdu
422006262;SICASOV;Financement travaux modernisation;9689718221;Darrion Becker;Modernisation;;28/10/2013;193;Perdu
795051580;SINALYS;Financement formation TES;9088341222;Cecile Marquardt;Développement;;17/08/2015;289;Perdu
538462474;A S E AUTO SERVICE EXCELLENT;Financement formation TES;2633318223;Felicia Nicolas;Développement;25/02/2018;31/12/2017;349;Gagné
408183184;@ NET.LIVE;Prêt économies énergies;4185910224;Hayden Schroeder;Modernisation;;09/03/2016;429;Perdu
821403490;HORZE FRANCE;Prêt participatif développement bois;8161190225;Trystan Hickle;Développement;11/01/2016;04/12/2015;343;Gagné
841853716;A SAINTE MARIE LE SAVIO;Financement plan réduction émissions CO2;5256689226;Dusty Hoppe;Modernisation;;15/04/2018;346;Perdu
383993441;A LA FETE CONVENTION;Prêt participatif développement bois;7684090227;Mara Lowe;Développement;;04/08/2017;296;Perdu
507495349;ABY PIZZA;Prêt participatif développement bois;4718712228;Felicia Nicolas;Développement;;06/01/2017;324;Perdu
38790259;SNC PHARMACIE BRANCION VOUILLE;Prêt participatif développement bois;2039309229;Brad Volkman;Développement;;07/09/2014;202;Perdu
432082543;SLALEY-JMR;Financement campagne sensibilisation interne TES;1805837230;Isaac Runolfsdottir;Développement;04/04/2015;08/01/2015;324;Gagné
452956337;SOC DAHLIA S HOTEL;Prêt participatif développement bois;0238179231;Trystan Hickle;Développement;05/04/2018;01/02/2018;144;Gagné
814641718;HICAREX;Prêt Crédit Impôt Recherche;5636650232;Queen Pfannerstill;Développement;;10/03/2016;160;Perdu
848606877;2Y MEDIA;Financement plan réduction émissions CO2;5076467233;Frederick Predovic;Modernisation;03/02/2016;17/11/2015;201;Gagné
499870905;SO SHAPE;Financement plan réduction émissions CO2;4022501234;Lavon Lang;Modernisation;;21/10/2013;106;Perdu
843335589;HOTEL 52;Financement formation TES;6533595235;Darrion Becker;Développement;;28/02/2014;226;Perdu
785355124;SMARTGRAINS;Prêt Crédit Impôt Recherche;3923739236;Lavon Lang;Développement;01/03/2012;31/01/2012;349;Gagné
784666661;SOC ARTIMPORT;Prêt participatif développement bois;6278312237;Cecile Marquardt;Développement;;08/12/2016;299;Perdu
432099059;SOC HOTEL AVIA;Prêt participatif développement bois;4852197238;Cecile Marquardt;Développement;;28/07/2019;128;Perdu
499357705;3 IC INTERNATIONAL;Financement installations production énergies renouvellables;6275423239;Isaac Runolfsdottir;Modernisation;18/04/2017;23/02/2017;160;Gagné
851150854;HOTEL EXCELSIOR;Prêt participatif développement bois;1938748240;Brad Volkman;Développement;;03/03/2019;331;Perdu
818459190;A J C INGENIERIE;Financement formation TES;5956660241;Darrion Becker;Développement;;23/02/2019;213;Perdu
449032556;SIM H;Financement plan réduction émissions CO2;7494166242;Queen Pfannerstill;Modernisation;08/05/2010;08/04/2010;400;Gagné
318082906;A.L.T.;Prêt participatif développement bois;6628623243;Price Glover;Développement;26/09/2019;28/07/2019;173;Gagné
849255773;SMOKO;Financement campagne sensibilisation interne TES;3049420244;Trystan Hickle;Développement;27/04/2016;09/03/2016;137;Gagné
820216067;2 A RESTAURANTS;Financement installations production énergies renouvellables;3414619245;Abigayle Rohan;Modernisation;03/08/2011;28/06/2011;456;Gagné
754059707;A+ CTRE AUSTRALIEN EDUC CULTURE;Financement plan réduction émissions CO2;9329074246;Trystan Hickle;Modernisation;21/10/2017;18/09/2017;362;Gagné
381527175;SMART SIDE;Financement plan réduction pollution;0636332247;Isaac Runolfsdottir;Modernisation;;08/09/2014;232;Perdu
798205985;AARPI LIZOP ET ASSOCIES;Financement travaux modernisation;0017755248;Arnoldo Roob;Modernisation;;10/03/2010;370;Perdu
838437879;AB HOLDING COMPAGNY;Financement innovation écologique;4397769249;Brad Volkman;Développement;;02/11/2010;409;Perdu
813900370;AC MONTPARNASSE;Prêt participatif développement bois;8776405250;Cecile Marquardt;Développement;;09/01/2010;275;Perdu
848994737;SINNY & OOKO;Financement formation TES;9725238251;Frederick Predovic;Développement;;29/06/2017;400;Perdu
879319242;01NET MAG;Prêt économies énergies;2438606252;Price Glover;Modernisation;;01/10/2017;456;Perdu
798682084;HOTEL CLAUDE BERNARD;Prêt participatif développement bois;8265937253;Isaac Runolfsdottir;Développement;31/03/2011;13/01/2011;162;Gagné
528533789;HOTEL DE PASSY;Prêt Crédit Impôt Recherche;5546613254;Mara Lowe;Développement;;16/04/2010;291;Perdu
851150854;HOTEL EXCELSIOR;Prêt participatif développement bois;6085959255;Lavon Lang;Développement;;21/06/2012;418;Perdu
38790259;SNC PHARMACIE BRANCION VOUILLE;Financement installations production énergies renouvellables;9646045256;Frederick Predovic;Modernisation;;11/09/2010;279;Perdu
38884110;HCH 588;Financement installations production énergies renouvellables;1152506257;Mara Lowe;Modernisation;27/04/2013;02/03/2013;490;Gagné
533084547;HOTEL ISTRIA;Financement plan réduction émissions CO2;7744703258;Isaac Runolfsdottir;Modernisation;;01/08/2010;165;Perdu
389524448;SOC EDMOND PETIT NEGOCE TISSU;Prêt participatif développement bois;9354983259;Isaac Runolfsdottir;Développement;;08/06/2018;212;Perdu
408182830;HEALTH CITY FRANCE;Prêt économies énergies;3557457260;Abigayle Rohan;Modernisation;17/09/2011;19/07/2011;193;Gagné
403860604;A.B.L. METAL;Financement formation TES;6343542261;Hayden Schroeder;Développement;;15/11/2016;396;Perdu
421295007;4 A INTERNATIONAL;Financement innovation écologique;9653671262;Price Glover;Développement;;12/08/2016;135;Perdu
433578515;A G H;Financement travaux modernisation;9270576263;Brad Volkman;Modernisation;07/11/2019;07/09/2019;371;Gagné
479211559;HOTEL MESLAY REPUBLIQUE;Prêt participatif développement bois;7329405264;Isaac Runolfsdottir;Développement;17/05/2013;13/04/2013;405;Gagné
451385827;HOTEL DUQUESNE;Prêt participatif développement bois;7570449265;Mara Lowe;Développement;;21/08/2018;203;Perdu
445330103;SMARTPILLS;Financement plan réduction émissions CO2;1902602266;Dusty Hoppe;Modernisation;;14/05/2019;259;Perdu
839932696;SHOP IN STORE;Prêt participatif développement bois;1083691267;Mara Lowe;Développement;;06/01/2018;203;Perdu
815361621;A LA BONNE HEURE;Financement campagne sensibilisation interne TES;0549636268;Cecile Marquardt;Développement;;18/10/2014;428;Perdu
498962463;SNC B.V.;Financement campagne sensibilisation interne TES;6133653269;Cecile Marquardt;Développement;17/12/2019;30/09/2019;500;Gagné
840780738;HOTEL ALEXANDRA;Financement travaux modernisation;8296372270;Trystan Hickle;Modernisation;;26/09/2017;283;Perdu
501598288;'A2D' A 2 DEVELOPPEMENT;Prêt participatif développement bois;0699910271;Lavon Lang;Développement;;16/01/2020;377;En cours
799846571;SNC BENOUARI ERIC ET TAYEB;Financement plan réduction émissions CO2;5992290272;Isaac Runolfsdottir;Modernisation;15/10/2016;15/08/2016;193;Gagné
839252780;HOTEL AGORNO CITE DE LA MUSIQUE;Prêt Crédit Impôt Recherche;2981931273;Lavon Lang;Développement;;17/08/2014;319;Perdu
844215848;A2CS;Prêt économies énergies;8755418274;Darrion Becker;Modernisation;05/07/2019;18/05/2019;416;Gagné
798205985;AARPI LIZOP ET ASSOCIES;Prêt participatif développement bois;4211876275;Price Glover;Développement;;22/10/2016;131;Perdu
789929387;HOTEL GEORGE;Financement travaux modernisation;9234910276;Brad Volkman;Modernisation;;14/10/2014;348;Perdu
798956413;A. WEBER METAUX;Financement innovation écologique;4880173277;Cecile Marquardt;Développement;21/11/2011;02/09/2011;110;Gagné
339669137;SOC FRANCAISE MICROBIOLOGIE;Financement innovation écologique;1525680278;Lavon Lang;Développement;17/07/2019;09/06/2019;347;Gagné
825036783;HENNESSEN ET CIE SAS;Financement campagne sensibilisation interne TES;4804815279;Abigayle Rohan;Développement;28/01/2011;04/11/2010;230;Gagné
483800553;AAPS AVOCATS;Prêt participatif développement bois;6289470280;Queen Pfannerstill;Développement;04/07/2016;25/05/2016;161;Gagné
492061718;SNC LE CLIGNANCOURT;Financement formation TES;9558218281;Felicia Nicolas;Développement;;09/04/2015;124;Perdu
798149142;SILVER CREEK;Financement formation TES;2271585282;Abigayle Rohan;Développement;;26/11/2016;224;Perdu
413730714;2PMD AUSTRALIA;Financement plan réduction émissions CO2;8526272283;Dusty Hoppe;Modernisation;;03/08/2016;331;Perdu
528806565;HOTEL DU CENTRE;Financement travaux modernisation;4185288284;Brad Volkman;Modernisation;31/10/2018;22/08/2018;216;Gagné
438056368;2HAMIAU;Financement plan réduction pollution;6868320285;Hayden Schroeder;Modernisation;;05/06/2017;377;Perdu
38852463;HOTEL DES MARRONNIERS;Prêt économies énergies;2555786286;Price Glover;Modernisation;10/05/2013;21/03/2013;447;Gagné
532514619;SL PARTNER;Prêt participatif développement bois;9338477287;Price Glover;Développement;19/03/2013;13/02/2013;292;Gagné
808185797;SMTM INVEST;Prêt Crédit Impôt Recherche;5834134288;Isaac Runolfsdottir;Développement;;01/12/2018;497;Perdu
528914609;SNC GRENELLE SUFFREN;Prêt participatif développement bois;7035044289;Brad Volkman;Développement;;11/10/2012;130;Perdu
813533163;HERVE ROUET, SANDRINE MACET, HUISSIERS DE JUSTICE;Financement plan réduction émissions CO2;2249128290;Price Glover;Modernisation;;04/04/2012;269;Perdu
422238725;SOC EDEN HOTEL;Financement innovation écologique;2229151291;Cecile Marquardt;Développement;;09/03/2012;387;Perdu
789929387;HOTEL GEORGE;Financement innovation écologique;7553852292;Isaac Runolfsdottir;Développement;;06/01/2016;238;Perdu
822493011;HOTEL DU QUAI VOLTAIRE;Financement plan réduction émissions CO2;3325060293;Darrion Becker;Modernisation;;09/06/2011;413;Perdu
839173796;HOTEL CECILIA;Prêt économies énergies;3846696294;Frederick Predovic;Modernisation;;08/10/2014;463;Perdu
852780170;HOTEL DE LUTECE;Prêt participatif développement bois;5429403295;Felicia Nicolas;Développement;01/10/2010;30/08/2010;111;Gagné
43902469;3AO PATRIMOINE EXPERTISE;Prêt participatif développement bois;3706551296;Felicia Nicolas;Développement;;23/11/2011;428;Perdu
417576444;A.I.E PLOMBERIE (AGENCEMENT INGENIERIE ETUDE PLOMBERIE);Financement plan réduction pollution;2963096297;Trystan Hickle;Modernisation;;17/07/2013;202;Perdu
840116297;SOC AU PETIT MATELOT;Financement travaux modernisation;4914537298;Abigayle Rohan;Modernisation;;15/03/2015;369;Perdu
491141131;HOTEL DALAYRAC;Prêt participatif développement bois;4387576299;Queen Pfannerstill;Développement;;15/08/2012;309;Perdu
834817587;HOTEL DE ROUBAIX;Prêt économies énergies;3207517300;Darrion Becker;Modernisation;23/11/2015;01/10/2015;371;Gagné
851687889;SIMONE 3;Prêt participatif développement bois;3902394301;Abigayle Rohan;Développement;26/09/2012;07/08/2012;359;Gagné
793577016;SHENKUO BUSINESS PARTNERS;Prêt participatif développement bois;6331010302;Frederick Predovic;Développement;30/10/2016;20/08/2016;438;Gagné
505116905;SMARTACCEZZ;Financement travaux modernisation;0827764303;Dusty Hoppe;Modernisation;;23/01/2018;448;Perdu
824193692;HDW SEC;Financement innovation écologique;6257074304;Cecile Marquardt;Développement;;15/04/2010;308;Perdu
524135878;HOTEL LIBERIA;Financement campagne sensibilisation interne TES;1078792305;Dusty Hoppe;Développement;17/12/2013;21/10/2013;410;Gagné
529294647;"""SPINOSI, SUREAU"" SOCIETE CIVILE PROFESSIONNELLE D'AVOCATS ASSOCIES AUPRES DU CONSEIL D'ETAT ET DE LA COUR DE CASSATION";Prêt économies énergies;3727825306;Lavon Lang;Modernisation;23/11/2014;01/09/2014;188;Gagné
790932412;HAYA;Financement installations production énergies renouvellables;0320252307;Dusty Hoppe;Modernisation;;23/10/2013;499;Perdu
323459792;HOTEL DU JARDIN DES PLANTES;Financement innovation écologique;0110333308;Hayden Schroeder;Développement;;28/11/2019;140;En cours
823222237;SKILLCAPITAL SARL;Financement plan réduction émissions CO2;0644841309;Isaac Runolfsdottir;Modernisation;;05/06/2013;365;Perdu
819199167;SINENOVE;Financement innovation écologique;8732888310;Hayden Schroeder;Développement;;22/09/2011;109;Perdu
441165370;109*;Financement travaux modernisation;0217478311;Queen Pfannerstill;Modernisation;;11/09/2015;445;Perdu
831430178;HAUT COMME 3 POMMES;Financement innovation écologique;4131364312;Frederick Predovic;Développement;;15/02/2020;331;En cours
842073397;SIM BATI DECO;Prêt Crédit Impôt Recherche;8560096313;Darrion Becker;Développement;19/06/2018;23/03/2018;170;Gagné
399488873;ABHEURT;Financement innovation écologique;1500630314;Dusty Hoppe;Développement;27/11/2016;27/10/2016;202;Gagné
835403635;SNC BAKERS INDIA;Financement plan réduction émissions CO2;3854593315;Frederick Predovic;Modernisation;;17/03/2013;172;Perdu
793858465;SLJ DISTRIBUTION;Prêt Crédit Impôt Recherche;0264759316;Brad Volkman;Développement;;20/09/2011;409;Perdu
844088534;A B DEVELOPPEMENT;Financement campagne sensibilisation interne TES;3392224317;Brad Volkman;Développement;;12/05/2019;386;Perdu
831037940;ABC ACCESSOIRES;Prêt Crédit Impôt Recherche;8174908318;Price Glover;Développement;;05/05/2018;275;Perdu
524135878;HOTEL LIBERIA;Financement formation TES;0726790319;Arnoldo Roob;Développement;08/04/2014;06/03/2014;246;Gagné
452956337;SOC DAHLIA S HOTEL;Prêt Crédit Impôt Recherche;4950258320;Trystan Hickle;Développement;;01/04/2019;252;Perdu
838733202;SINGER AVOCATS;Prêt économies énergies;8406168321;Felicia Nicolas;Modernisation;31/07/2013;28/05/2013;301;Gagné
489036152;HOLLAND & SHERRY SARL;Financement campagne sensibilisation interne TES;1725979322;Cecile Marquardt;Développement;;04/10/2010;408;Perdu
831558721;SHINSEGAE POIRET;Financement campagne sensibilisation interne TES;0820145323;Price Glover;Développement;;25/06/2019;426;Perdu
428499677;202 ECOMMERCE;Prêt participatif développement bois;0396178324;Queen Pfannerstill;Développement;10/08/2018;21/06/2018;164;Gagné
400803607;&SENS;Prêt participatif développement bois;0128502325;Felicia Nicolas;Développement;27/11/2012;08/09/2012;137;Gagné
477950562;SHOC;Prêt participatif développement bois;5705690326;Isaac Runolfsdottir;Développement;01/12/2018;31/10/2018;224;Gagné
510493406;2 CF NET;Financement installations production énergies renouvellables;2636713327;Lavon Lang;Modernisation;;18/10/2012;211;Perdu
833911993;SOC ETUDES FISCALES JURIDIQUES;Financement innovation écologique;0333434328;Price Glover;Développement;;02/10/2011;177;Perdu
538462474;A S E AUTO SERVICE EXCELLENT;Financement plan réduction pollution;9164910329;Hayden Schroeder;Modernisation;;04/03/2017;500;Perdu
492061718;SNC LE CLIGNANCOURT;Financement installations production énergies renouvellables;1649020330;Queen Pfannerstill;Modernisation;;04/10/2016;375;Perdu
834124448;SNC STEF-TFE SERVICES;Prêt économies énergies;8305958331;Queen Pfannerstill;Modernisation;25/04/2011;20/02/2011;198;Gagné
821672417;HOTEL MERCEDES;Financement installations production énergies renouvellables;6161738332;Lavon Lang;Modernisation;11/02/2016;29/12/2015;333;Gagné
38884334;A 12;Prêt participatif développement bois;7089310333;Brad Volkman;Développement;24/08/2015;08/07/2015;490;Gagné
844162453;SICCA IDF;Prêt économies énergies;4472573334;Felicia Nicolas;Modernisation;;06/05/2014;215;Perdu
851335752;SNC TABAC DE LA MUETTE-BONGRAND;Prêt économies énergies;0946324335;Lavon Lang;Modernisation;15/01/2016;03/12/2015;259;Gagné
844572966;HOTEL APOLLO OPERA;Financement plan réduction émissions CO2;3618146336;Cecile Marquardt;Modernisation;;27/03/2011;170;Perdu
43875244;HERITAGE COLLECTION;Prêt Crédit Impôt Recherche;4336319337;Abigayle Rohan;Développement;;10/04/2018;236;Perdu
382366805;SNC LYZ;Prêt Crédit Impôt Recherche;4491565338;Brad Volkman;Développement;;27/01/2017;206;Perdu
