DATE_CREATION;SIREN;RAISON_SOCIALE;CODE_POSTAL;SECTEUR_ACTIVITE;TAILLE_ENTREPRISE;RESULTAT_NET;CHIFFRE_AFFAIRES;CAPITAL_SOCIAL;NB_SALARIES;ADRESSE_RUE;VILLE;DETTES_FISCALES;PRÊT_BANCAIRE
01/07/1998;420811721;SINORAMA;92400;Social;ETI;106014;318042;3288553;1672;12 Rue SAINTE MARIE;COURBEVOIE;33880;37152
01/09/1994;398050187;SINORAMA VOYAGES;92400;Social;PME;10622;31867;329509;198;80 Rue SEGOFFIN;COURBEVOIE;83230;41268
15/06/1998;400421434;SINTIMEX;92400;Agriculture;TPE;1912;5736;59312;8;155 Rue JP TIMBAUD;COURBEVOIE;57381;10058
29/09/2004;478823206;SIOUXE;92400;Agriculture;TPE;1829;5488;56742;8;112 Rue JP TIMBAUD;COURBEVOIE;42787;65478
01/03/2011;530420587;HEXAMODE;92400;Pharmaceutique;TPE;1116;3348;34616;4;100 Esplanade DU GENERAL DE GAULLE;COURBEVOIE;15853;3625
16/02/2018;425000148;SIPEST;92400;Santé;PME;11509;34528;357017;17;53 Rue FRANKLIN;COURBEVOIE;95278;17478
13/06/2019;851670026;HEYMANN RENOULT ASSOC;92400;"Sant""";TPE;1770;5309;54899;8;108 Rue ARMAND SILVESTRE;COURBEVOIE;2401;82066
03/11/2005;440252666;SIRAM;92400;Immobilier;PME;22976;68929;712730;15;19 Place DE L IRIS;COURBEVOIE;48787;28502
02/04/2003;447771494;HFCA;92400;Alimentation;PME;28017;84052;869100;39;1 Rue ADOLPHE LALYRE;COURBEVOIE;92493;38756
01/12/2004;480689033;SIRCA;92400;Agriculture;TPE;2464;7393;76443;3;6 Avenue DE LA TERRASSE;COURBEVOIE;54272;56019
20/10/1997;414592840;HG CONSEIL;92400;Restauration;PME;17200;51601;533552;139;2 Place MALVESIN;COURBEVOIE;79165;80902
14/06/2019;488126962;SIRENNES ESTHETIQUE;92400;Hotellerie;GE;2352443;7057328;72972768;9506;9 ALL DE L ARCHE;COURBEVOIE;38435;15384
03/02/2004;452679558;HG SARO;92400;Hotellerie;ETI;222343;667029;6897083;2250;4 Rue VICTOR HUGO;COURBEVOIE;61669;1981
30/06/2017;331384701;SIRKAM;92400;Informatique;ETI;109346;328039;3391919;1194;34 Passage DE LA COUPOLE;COURBEVOIE;59237;79156
01/07/2019;803425925;4DCELL;92400;Informatique;PME;29652;88955;919799;115;23 Rue D ESSLING;COURBEVOIE;93031;61976
25/10/2017;833207699;HH FRANCE;92400;Agriculture;TPE;3038;9115;94254;2;70 Avenue GAMBETTA;COURBEVOIE;59752;74729
01/06/2017;484644943;SIRTEG;92400;Energie;TPE;3092;9276;95914;7;34 Rue HENRI REGNAULT;COURBEVOIE;9684;49215
01/02/2019;848325338;4M CONSULTING;92400;Ecologie;PME;21524;64573;667686;164;37 Rue EDITH CAVELL;COURBEVOIE;57431;19221
20/06/2017;830428256;HHP;92400;Energie;PME;28037;84112;869714;130;3 Rue JEAN BAPTISTE CHARCOT;COURBEVOIE;95839;14786
25/03/2006;433167772;SIS CREARGIE SA;92400;Automobile;TPE;1224;3673;37977;3;5 Rue FRANKLIN;COURBEVOIE;44982;5440
26/07/2012;477781967;5 LA VIE;92400;Immobilier;ETI;283354;850062;8789641;4455;1  VLA CHAMBON;COURBEVOIE;36253;63354
01/03/1994;380302927;HI   TECH;92400;Alimentation;PME;6529;19587;202534;208;206 Rue JEAN BAPTISTE CHARCOT;COURBEVOIE;62598;985
25/05/2006;403049075;SISSO 360;92400;Ecologie;TPE;2935;8804;91036;3;5  PARC DE LATTRE DE TASSIGNY;COURBEVOIE;38718;90084
01/07/2019;852415637;50 PARTNERS GESTION;92400;Ecologie;TPE;2114;6341;65562;3;34 Rue HENRI REGNAULT;COURBEVOIE;95366;33886
01/07/2013;794238071;HIBANA LIVE;92400;Agriculture;TPE;1051;3152;32594;7; Avenue PUVIS DE CHAVANNES;COURBEVOIE;96960;39275
10/12/2007;501642813;SISSYA;92400;Informatique;PME;3239;9718;100481;76;22 Boulevard DE LA MISSION MARCHAND;COURBEVOIE;3960;79574
15/03/2019;449471937;55 MEDISPA;92400;Automobile;PME;30422;91267;943698;14;56 Boulevard DE VERDUN;COURBEVOIE;22638;88032
30/05/2015;814641718;HICAREX;92400;Immobilier;PME;25391;76172;787614;181;45 Rue LOUIS BLANC;COURBEVOIE;19035;62593
01/09/2004;478738917;SISTBP;92400;Assurance;PME;20094;60283;623327;128;9 Place DE SAVERNE;COURBEVOIE;95753;84453
16/09/2013;797672169;5H55;92400;Assurance;ETI;276772;830315;8585454;541;23 Avenue GALLIENI;COURBEVOIE;49724;65743
21/04/2017;831375811;HICKORY 2;92400;Energie;GE;1810925;5432776;56174906;8393;3 Rue DU DOCT SCHWEITZER;COURBEVOIE;64969;58578
19/11/2018;844327312;SISTHERESA;92400;Energie;PME;17787;53362;551766;10;52 Rue DE BEZONS;COURBEVOIE;63334;11632
01/09/2017;791962095;60 W CONSULTING;92400;Ecologie;TPE;2390;7169;74130;8;32 Rue BAUDIN;COURBEVOIE;5747;4740
08/12/2005;488001595;HICKORY CONSEIL;92400;Energie;ETI;166542;499626;5166138;1421;15 Rue ROUGET DE L ISLE;COURBEVOIE;57708;466
05/11/1996;782846422;SITEXPO EXPLOITATION;92400;Ecologie;PME;5738;17214;177991;156;41 Rue DES ETUDIANTS;COURBEVOIE;66858;89650
04/04/2017;839309432;6-24 HOLDING;92400;Restauration;PME;17453;52358;541378;33;5 Rue ADAM LEDOUX;COURBEVOIE;63978;78733
25/12/1995;38923777;HIDOUCHE DISTRIBUTION;92400;Alimentation;TPE;899;2697;27885;8;5 Place HEROLD;COURBEVOIE;72195;45389
20/06/2011;533475661;SIVAN DISTRIBUTION;92400;Automobile;TPE;3159;9477;97995;7;9 Rue DE L ABREUVOIR;COURBEVOIE;49026;10165
01/07/2017;830599106;65 RUISSEAU;92400;Immobilier;TPE;2459;7378;76291;9;20 Place DE L IRIS;COURBEVOIE;53068;49275
10/12/2005;485203764;HIFIBIO;92400;Social;TPE;1385;4154;42956;8;12 Place DE LA DEFENSE;COURBEVOIE;73748;18557
23/10/2007;501089163;SIVP DENT STE INTERNAT VENT PROT DENT;92400;Social;TPE;653;1959;20258;3;11 Place DES DOMINOS;COURBEVOIE;12918;84557
30/05/1990;378253553;6A CAPITAL & CONSEIL;92400;Agriculture;PME;19839;59516;615399;183;81  GALERIE DES DAMIERS;COURBEVOIE;69132;72417
02/11/1996;410117121;HIGH ART;92400;Agriculture;PME;6503;19508;201711;101;29 Boulevard DE VERDUN;COURBEVOIE;31549;6571
01/01/2019;851482950;SIZMEK;92400;Pharmaceutique;TPE;3224;9671;99996;2;11 Avenue DUBONNET;COURBEVOIE;99178;16652
22/04/2008;483328209;6WWW;92400;Santé;TPE;1388;4163;43041;1;27 Rue PARMENTIER;COURBEVOIE;60928;8649
30/08/1999;424750677;HIGH BRIDGE & CO;92400;"Sant""";ETI;138257;414771;4288734;3031;43 Rue DU CAPITAINE GUYNEMER;COURBEVOIE;1992;59830
15/08/2013;794525519;SJMC;92400;Immobilier;GE;2910983;8732948;90298684;9209;88 Rue ARMAND SILVESTRE;COURBEVOIE;60791;46599
17/11/2016;823778980;7 EXPERTISE;92400;Alimentation;GE;384020;1152060;11912301;8335;29 Rue DE BEZONS;COURBEVOIE;15775;53620
20/09/1986;338905458;HIGH FLYERS AGENCY;92400;Agriculture;ETI;247552;742656;7679062;4484;3 Rue ARLETTY;COURBEVOIE;43744;42606
01/01/2019;830815650;SK CONCEPT;92400;Restauration;ETI;35528;106583;1102071;1518;163 Rue JEAN BAPTISTE CHARCOT;COURBEVOIE;83575;36436
06/01/1995;399888619;711RENT PARIS;92400;Hotellerie;PME;19724;59171;611829;169;20 Place DE L IRIS;COURBEVOIE;19493;18808
11/05/2017;823818240;HIGHFIELDS INVESTMENTS LIMITED;92400;Hotellerie;TPE;689;2068;21379;6;2 Rue DE L ALMA;COURBEVOIE;98848;55020
31/10/1997;480192533;SKAG;92400;Informatique;TPE;568;1704;17620;7;45 Boulevard DE VERDUN;COURBEVOIE;20731;12856
01/08/2013;794235333;75,FAUBOURG;92400;Informatique;TPE;1343;4030;41669;9;26 Rue DE BELFORT;COURBEVOIE;63653;75411
01/02/2017;417617479;HIGH-LINE;92400;Agriculture;PME;16583;49748;514398;103;8 Rue CARLE HEBERT;COURBEVOIE;43838;23056
05/05/2017;829166693;SKETCHFAB;92400;Energie;TPE;2875;8624;89176;4;21 Rue PIERRE BROSSOLETTE;COURBEVOIE;51827;66053
23/07/2007;499195261;7C;92400;Ecologie;PME;17270;51810;535711;52;1 Place DES SAISONS;COURBEVOIE;41494;18246
01/06/2018;751885831;HIGHSYS;92400;Energie;PME;24452;73356;758497;186;31 Avenue PUVIS DE CHAVANNES;COURBEVOIE;15266;48199
01/08/2017;831928882;SKILL FINANCE;92400;Automobile;TPE;2801;8403;86891;9;9 Rue FICATIER;COURBEVOIE;71051;4370
01/04/2007;384907432;7FACTORY;92400;Immobilier;PME;9824;29473;304751;220;16 Rue CARLE HEBERT;COURBEVOIE;40391;70089
01/03/2018;837877802;HIMERO FINANCES;92400;Alimentation;GE;1778607;5335821;55172392;8135;1 ALL DE L ARCHE;COURBEVOIE;10479;57867
16/10/2016;823222237;SKILLCAPITAL SARL;92400;Ecologie;ETI;274091;822274;8502309;314;88 Rue DES ETUDIANTS;COURBEVOIE;96510;78646
02/04/2011;531122091;7MOBILE;92400;Ecologie;ETI;300078;900235;9308431;3066;3 Place DES 3 FRERES LEBEUF;COURBEVOIE;686;52370
17/04/2008;479985996;HINOLISARI SUCCESS;92400;Agriculture;PME;9293;27880;288284;244;4 Rue ARLETTY;COURBEVOIE;42574;4609
26/12/2011;538471178;SKY DIS;92400;Informatique;TPE;861;2583;26708;5; Avenue DE L ARCHE;COURBEVOIE;93276;20171
04/06/2015;812167260;8 OPERA;92400;Automobile;TPE;2512;7537;77931;6;47 Avenue PASTEUR;COURBEVOIE;57301;98015
01/01/2004;341398659;HIPPOCAMPE FRANCE;92400;Immobilier;PME;22347;67041;693207;212;1 Place DES REFLETS;COURBEVOIE;52653;31489
12/01/2017;824951891;SKYBOARD;92400;Assurance;PME;20116;60347;623987;47; Avenue PUVIS DE CHAVANNES;COURBEVOIE;16908;12493
25/12/1996;414016436;8EME CONTINENT;92400;Assurance;TPE;1160;3480;35988;3;19 Avenue DUBONNET;COURBEVOIE;91325;706
24/10/2017;820650497;HIRED TALENT MARKETPLACE FRANCE SAS;92400;Energie;ETI;207907;623720;6449266;940;54 Rue DE COLOMBES;COURBEVOIE;99986;25853
01/01/1997;343234209;SKYCABIN;92400;Energie;PME;14342;43025;444883;212;9 Rue DE L INDUSTRIE;COURBEVOIE;8920;50231
29/01/2001;434299137;9HOTEL;92400;Ecologie;TPE;540;1621;16764;5;4 Rue DE VISIEN;COURBEVOIE;45870;35527
01/09/2015;813224607;HIS INTERNATIONAL TOURS FRANCE;92400;Energie;TPE;2037;6110;63179;4;25 Rue DE BEZONS;COURBEVOIE;60633;29961
15/03/2007;495030363;SKYWORKS SEMICONDUCTOR;92400;Ecologie;TPE;843;2528;26135;2;39 Rue LOUIS BLANC;COURBEVOIE;4838;30731
28/05/2019;851166397;9HOTEL BASTILLE LYON;92400;Restauration;PME;16876;50627;523483;84;1 Place DES SAISONS;COURBEVOIE;52305;5981
20/03/1996;404904161;HISADA FRANCE;92400;Alimentation;PME;8244;24733;255736;201;32 Rue LOUIS ULBACH;COURBEVOIE;79862;98406
05/11/2018;843906736;SL CORNER;92400;Automobile;PME;30525;91575;946882;203;55 Avenue DE L EUROPE;COURBEVOIE;88760;5518
26/09/2014;393742606;9HOTEL OPERA;92400;Immobilier;PME;23994;71981;744280;202;76 Rue EUGENE CARON;COURBEVOIE;81689;13890
20/06/2018;840639751;HISTOIRE ET COLLECTIONS;92400;Social;ETI;60845;182536;1887422;3593;3 Place DES REFLETS;COURBEVOIE;3635;37545
17/11/2014;532514619;SL PARTNER;92400;Social;GE;2060626;6181877;63920607;8291;1 Place RAPHAEL;COURBEVOIE;55127;91795
02/07/2002;442739223;9HOTEL REPUBLIQUE;92400;Agriculture;PME;15836;47508;491233;22;82 Boulevard SAINT DENIS;COURBEVOIE;75396;94735
10/05/2019;851611798;HISTORY GROUP;92400;Agriculture;TPE;2670;8009;82817;8; Avenue PUVIS DE CHAVANNES;COURBEVOIE;42824;76689
01/06/2007;432082543;SLALEY-JMR;92400;Pharmaceutique;ETI;200426;601277;6217203;2317;168 Boulevard DE VERDUN;COURBEVOIE;19378;13365
01/08/2017;818589426;A & E;92400;Santé;PME;31078;93233;964027;39;20 Avenue DUBONNET;COURBEVOIE;88036;59276
02/09/1998;420620262;HITTITE MICROWAVE;92400;"Sant""";PME;24028;72083;745343;185;55 Rue JP TIMBAUD;COURBEVOIE;21246;88305
01/04/2019;380308817;SLC LES PARISIENNES;92400;Immobilier;TPE;1233;3700;38259;2;31 Rue DES FAUVELLES;COURBEVOIE;3729;81658
01/05/2003;441513231;A & F PROJECTS;92400;Alimentation;TPE;2502;7505;77597;1;19 Rue BARBES;COURBEVOIE;39832;48802
03/09/2018;820070118;HK DISTRIBUTION;92400;Agriculture;TPE;523;1569;16219;5; Rue DANTON;COURBEVOIE;20799;38100
02/03/2017;828320879;SLIDE WASH;92400;Restauration;TPE;1917;5752;59480;9;14 Avenue DUBONNET;COURBEVOIE;87627;5741
25/12/1995;38884334;A 12;92400;Hotellerie;TPE;2323;6968;72053;2;10 Rue MOLIERE;COURBEVOIE;42260;59899
01/10/2012;788482313;HKW;92400;Hotellerie;PME;20328;60984;630576;20;9 ALL DE L ARCHE;COURBEVOIE;12965;42645
22/10/2018;844169631;SLJ COHEN;92400;Informatique;PME;28142;84425;872953;44;22 Rue RASPAIL;COURBEVOIE;61564;97475
05/12/2018;534190731;A 19 ARCHITECTURE;92400;Informatique;TPE;2504;7512;77679;4;111 Boulevard SAINT DENIS;COURBEVOIE;93656;69022
17/02/2016;819207622;HL COSMETICS;92400;Agriculture;TPE;2011;6032;62371;8;10 Rue PARMENTIER;COURBEVOIE;36481;75624
20/07/2013;793858465;SLJ DISTRIBUTION;92400;Energie;ETI;284612;853836;8828666;4787;2 Rue DE SEBASTOPOL;COURBEVOIE;80286;22171
01/12/2018;844440982;A 4 CONSEILS;92400;Ecologie;GE;1139054;3417161;35333441;8726;30 Rue BAUDIN;COURBEVOIE;17348;34277
07/11/2007;500878228;HL PRODUCTION;92400;Energie;GE;1633290;4899870;50664653;8659;47 Avenue DE L EUROPE;COURBEVOIE;28557;14611
25/12/1995;43904119;SLOCLAP;92400;Automobile;ETI;60111;180333;1864647;4846;4 ALL BOTTICELLI;COURBEVOIE;96583;20376
01/01/1964;641075650;HLA ET MEDECINE;92400;Immobilier;ETI;162829;488488;5050961;2317;13 Place DES DOMINOS;COURBEVOIE;84346;89042
27/07/2017;831248000;SLOOP COMMUNICATION;92400;Alimentation;PME;22659;67976;702869;213;44 Rue MOULIN DES BRUYERES;COURBEVOIE;13500;84029
01/02/2013;499629384;HLD CONSEILS;92400;Ecologie;TPE;520;1561;16139;4;81 Avenue MARCEAU;COURBEVOIE;29952;38078
26/08/2013;337950737;SLOWARES;92400;Ecologie;TPE;1692;5075;52475;1;6 Rue WATTEAU;COURBEVOIE;26815;61250
18/05/2016;801389057;HLDG;92400;Agriculture;TPE;2029;6088;62945;8;130 Rue DE NORMANDIE;COURBEVOIE;86162;56567
04/02/2013;793820820;SLPV ANALYTICS;92400;Informatique;PME;13663;40989;423825;31;18 Avenue D ALSACE;COURBEVOIE;21167;12843
10/09/2014;804521615;HMB - BDA;92400;Automobile;TPE;1713;5139;53140;6;58 Rue LAMBRECHTS;COURBEVOIE;83776;81573
01/01/1900;308266808;SLRL PHILIPPE JEAN-PIMOR;92400;Immobilier;PME;25703;77109;797306;137;34 Rue DE L ALMA;COURBEVOIE;88660;80443
01/01/2014;800241531;HMC CONCEPTION ETUDES TECHNIQUES;92400;Assurance;PME;20491;61474;635643;201;40 Rue DE BEZONS;COURBEVOIE;29583;92987
01/01/1980;318829801;HMG FINANCE;92400;Assurance;TPE;3052;9157;94682;2;26 Rue DU 22 SEPTEMBRE;COURBEVOIE;59807;48660
11/04/2019;850113580;HMM BATIMENT;92400;Energie;PME;3584;10753;111187;28;5 Rue DU DOCT SCHWEITZER;COURBEVOIE;84171;30358
30/03/2016;819551342;HN6 ACTIVE;92400;Energie;GE;470941;1412824;14608602;8798;16 Rue DE L ABREUVOIR;COURBEVOIE;41039;39952
06/04/2011;753813187;HOBBS;92400;Ecologie;ETI;116900;350699;3626224;3948;31 Rue CARLE HEBERT;COURBEVOIE;92079;65011
05/07/2016;822315032;HOBBY 1;92400;Energie;ETI;316042;948126;9803624;4453;10 Rue DE LA MONTAGNE;COURBEVOIE;45673;54577
01/06/2016;794386599;SM CONTACT;92400;Ecologie;PME;14614;43843;453336;154;97 Avenue DE LA REPUBLIQUE;COURBEVOIE;57828;63096
20/02/2000;402528608;SMALL GALLERY;92400;Restauration;TPE;1749;5248;54265;6;4 ALL BOTTICELLI;COURBEVOIE;63488;73592
01/04/2011;531002749;SMALL IS BIGGER;92400;Alimentation;TPE;1096;3289;34011;8;16 Place DE LA DEFENSE;COURBEVOIE;57949;54745
15/01/2015;808827158;SMALL PLANET;92400;Automobile;PME;12126;36379;376154;69;4 Avenue GALLIENI;COURBEVOIE;52607;84799
20/08/1984;332555721;SMART DIS;92400;Immobilier;PME;19628;58883;608854;225;130 Boulevard DE VERDUN;COURBEVOIE;99698;15246
01/03/2007;494936859;SMART ENERGIES;92400;Social;TPE;2273;6820;70519;6;4 ALL BOTTICELLI;COURBEVOIE;46057;25584
01/06/2016;824831283;HOBOKEN;92400;Social;ETI;165337;496012;5128765;4334;11 ALL DES TILLEULS;COURBEVOIE;32080;88731
18/10/1997;414470518;SMART IT;92400;Agriculture;PME;18233;54699;565583;78;21 Avenue PASTEUR;COURBEVOIE;84415;50916
02/02/2009;511090987;HOC;92400;Agriculture;TPE;1851;5554;57430;1;32 Rue EMILE DESCHANEL;COURBEVOIE;69634;87322
25/12/1997;38871828;SMART PC;92400;Pharmaceutique;TPE;1807;5420;56042;7;221 Boulevard SAINT DENIS;COURBEVOIE;45118;2744
27/02/2017;827907254;HODBOURG WAGNER ARCHITECTURE;92400;Santé;TPE;1289;3868;39992;3;42 Rue LOUIS ULBACH;COURBEVOIE;75557;97695
09/09/2013;521894006;SMART PHARMA CONSULTING;92400;"Sant""";PME;7006;21019;217335;66;11 Avenue PUVIS DE CHAVANNES;COURBEVOIE;477;16077
22/10/2007;500602982;HOGHAN;92400;Immobilier;PME;8689;26066;269523;78;143 Passage HENRI REGNAULT;COURBEVOIE;85468;13355
27/12/1999;340396142;SMART PIXELS;92400;Alimentation;PME;26555;79665;823740;163;37 Rue EUGENE CARON;COURBEVOIE;40291;40993
01/06/2012;441389871;HOLDING BOSQUET;92400;Agriculture;PME;25561;76682;792897;206;45 Boulevard DE VERDUN;COURBEVOIE;66260;29299
01/07/2007;381527175;SMART SIDE;92400;Restauration;ETI;97284;291853;3017760;4551;4 Rue DE L ABREUVOIR;COURBEVOIE;25754;2908
30/10/2019;878830223;HOLDING DE PHARMARCIE INDEPENDANTES;92400;Hotellerie;GE;1972570;5917710;61189124;9473;63 Rue EMILE DESCHANEL;COURBEVOIE;90641;37657
24/07/2008;505116905;SMARTACCEZZ;92400;Hotellerie;PME;9189;27567;285045;123;4 ALL BOTTICELLI;COURBEVOIE;78773;82386
01/01/2001;542010053;HOLDING DES CENTRES POINT VISION;92400;Informatique;TPE;1874;5622;58129;8;17 Rue PIERRE CURIE;COURBEVOIE;51503;75395
01/12/2014;487850448;SMARTFOCUS FRANCE;92400;Informatique;ETI;259117;777350;8037796;539;61 Rue DE L ALMA;COURBEVOIE;63627;87828
18/04/2014;480942788;HOLDING DINH VAN;92400;Agriculture;PME;25549;76648;792538;233;5 Rue LOUIS ULBACH;COURBEVOIE;30024;43348
01/01/1900;785355124;SMARTGRAINS;92400;Energie;PME;20565;61695;637924;71;191 Rue ARMAND SILVESTRE;COURBEVOIE;53772;52395
05/10/2012;422752808;HOLDING EXPERTISE CONSEIL;92400;Ecologie;TPE;2815;8444;87309;9;18 Place DE L IRIS;COURBEVOIE;44139;41236
24/11/2017;834159154;HOLDING FLORIDOR;92400;Energie;TPE;1165;3495;36134;8;8 Avenue MARCEAU;COURBEVOIE;93023;15776
01/02/2019;848377040;HOLDING GLF;92400;Automobile;TPE;2664;7993;82650;3;54 Boulevard DE LA MISSION MARCHAND;COURBEVOIE;42793;40568
04/02/2014;800159907;SMARTLINE SYSTEMS;92400;Immobilier;TPE;2244;6731;69597;5;37 Rue JEAN MOULIN;COURBEVOIE;85188;1812
06/02/2007;445330103;SMARTPILLS;92400;Alimentation;TPE;2087;6261;64734;3;25 Rue DES FAUVELLES;COURBEVOIE;64669;57664
25/04/2016;829597251;SMCP;92400;Ecologie;PME;24394;73183;756716;130;18 Place DES REFLETS;COURBEVOIE;53260;95871
16/11/2009;518428149;HOLDING JAR;92400;Ecologie;PME;9852;29556;305614;240;27 Rue DE ROUEN;COURBEVOIE;94368;87180
01/02/2018;848962379;SMDV;92400;Agriculture;TPE;948;2843;29393;9;11 Chemin PIERRE DE RONSARD;COURBEVOIE;25402;49500
18/05/2009;512540881;HOLDING MOLITOR;92400;Informatique;TPE;1252;3757;38847;6;100 Esplanade DU GENERAL DE GAULLE;COURBEVOIE;6895;83265
24/11/1998;420936197;SME;92400;Automobile;ETI;272347;817041;8448200;4065;4951 Place DES 3 FRERES LEBEUF;COURBEVOIE;18426;77711
01/08/2018;841563125;HOLDING REGENCIA;92400;Immobilier;GE;3175395;9526184;98500745;8508;35 Avenue PUVIS DE CHAVANNES;COURBEVOIE;86752;94013
10/04/2002;441880986;SMIIRL;92400;Assurance;GE;1447187;4341561;44891741;6067;30 Rue EDITH CAVELL;COURBEVOIE;43780;99747
01/08/2019;832312896;HOLIDAY BOILEAU;92400;Assurance;ETI;43632;130897;1353472;2663;12 Rue DE L ABREUVOIR;COURBEVOIE;43922;78266
12/05/2012;752413963;SMITH DORIA;92400;Energie;ETI;57272;171817;1776583;2702;4 ALL BOTTICELLI;COURBEVOIE;31243;47288
15/11/2001;380107789;HOLINAIL;92400;Energie;PME;21370;64110;662899;225;57 Rue EMILE DESCHANEL;COURBEVOIE;50008;68952
12/05/2011;489036152;HOLLAND & SHERRY SARL;92400;Ecologie;TPE;2210;6630;68550;1;35 Rue PIERRE BROSSOLETTE;COURBEVOIE;96456;90462
19/11/2013;333846327;HOLLY;92400;Energie;TPE;692;2077;21480;7;10 Rue VICTOR HUGO;COURBEVOIE;46119;19569
10/12/1994;314859752;HOLYBELLY;92400;Ecologie;TPE;739;2216;22916;6;42 Boulevard DE LA PAIX;COURBEVOIE;51508;36194
01/06/2009;494810963;HOMAD;92400;Restauration;PME;21312;63935;661091;214;26 Rue DE L INDUSTRIE;COURBEVOIE;63938;617
06/11/2014;819809633;SMN FRANCE;92400;Alimentation;TPE;1840;5520;57075;1;41 Rue DU CAPITAINE GUYNEMER;COURBEVOIE;996;94255
18/03/2019;849255773;SMOKO;92400;Automobile;PME;12363;37089;383497;15;60 Boulevard DE LA PAIX;COURBEVOIE;52537;14510
01/04/2001;437556103;SMOOTH;92400;Immobilier;PME;20600;61799;638998;236;20 Place DE LA DEFENSE;COURBEVOIE;35167;80736
02/05/2017;829300276;SMS OPTIC;92400;Social;TPE;691;2074;21440;2;  GARE BECON BRUYERES;COURBEVOIE;87168;37398
14/11/2014;808185797;SMTM INVEST;92400;Social;PME;21417;64250;664347;156;31 Place DES COROLLES;COURBEVOIE;23830;82501
26/12/1994;383993441;A LA FETE CONVENTION;92400;Agriculture;GE;1640970;4922909;50902879;8332;2 Place JEAN MILLIER;COURBEVOIE;91452;4965
01/01/1980;318456407;HOME CONCEPT PARIS;92400;Agriculture;ETI;203853;611558;6323514;4777;2 Rue DE ROUEN;COURBEVOIE;40639;24732
06/05/2019;850823048;SMURFIT KAPPA ALMA;92400;Pharmaceutique;ETI;90151;270454;2796490;1548;29 Rue DE L ALMA;COURBEVOIE;46617;82422
20/04/2018;839470945;A LA FOLIE;92400;Santé;PME;26146;78438;811053;200;27 Rue PIERRE LHOMME;COURBEVOIE;26830;95882
08/07/2010;481779346;HOME DECORATION;92400;"Sant""";TPE;3112;9337;96545;2;2 Rue FRANCOIS COUPERIN;COURBEVOIE;54642;79608
01/01/1992;322162702;SN CREBAT;92400;Immobilier;TPE;2979;8938;92417;1;40 Rue EDITH CAVELL;COURBEVOIE;21471;54130
01/01/2019;845297803;A LA FONTAINE;92400;Alimentation;PME;24301;72903;753822;42;14 Rue DU PRESIDENT KRUGER;COURBEVOIE;66393;10478
01/05/2018;839842846;HOME INSTALLATION;92400;Agriculture;PME;11501;34504;356771;249;99 Rue ARMAND SILVESTRE;COURBEVOIE;51746;29213
01/01/2016;827628363;SNC  FROMENTIN;92400;Restauration;TPE;727;2180;22538;3;57 Rue PIERRE BROSSOLETTE;COURBEVOIE;3286;56153
01/07/2003;449382845;A LA FONTAINE SAINT MICHEL;92400;Hotellerie;ETI;161437;484312;5007791;1708;1 Rue PIERRE BROSSOLETTE;COURBEVOIE;42608;1713
21/06/2017;830927992;HOME STOCK;92400;Hotellerie;PME;19261;57782;597461;104;293 Boulevard SAINT DENIS;COURBEVOIE;57415;4457
29/03/2007;498962463;SNC B.V.;92400;Informatique;TPE;3151;9452;97733;9;34 Rue HENRI REGNAULT;COURBEVOIE;46150;79897
29/12/1997;417503992;A LA ROSE DE TUNIS;92400;Informatique;TPE;747;2242;23184;9;4 ALL BOTTICELLI;COURBEVOIE;17852;53537
06/11/1997;311702583;HOME TEX;92400;Agriculture;TPE;812;2435;25173;6;37 Avenue PUVIS DE CHAVANNES;COURBEVOIE;38827;54433
01/06/2017;835403635;SNC BAKERS INDIA;92400;Energie;PME;11693;35078;362702;201;34 Rue HENRI REGNAULT;COURBEVOIE;53762;42571
01/04/2019;850031063;A L'HOTEL QUEEN MARY;92400;Ecologie;PME;13024;39072;404006;187;4 ALL BOTTICELLI;COURBEVOIE;25838;43593
06/10/2018;830727764;HOMERE;92400;Energie;PME;18098;54294;561395;119;12 Rue MICHAEL WINBURN;COURBEVOIE;96580;17727
01/03/2018;519920128;SNC BATELIERE;92400;Automobile;PME;7934;23802;246112;124;41 Rue DU CAPITAINE GUYNEMER;COURBEVOIE;2086;63267
01/04/2011;531757128;A LINE;92400;Immobilier;ETI;111476;334429;3457997;2364;17 Rue PIERRE BROSSOLETTE;COURBEVOIE;51347;82877
09/01/2017;825300718;HOMMES ET FINANCES;92400;Alimentation;GE;3141279;9423837;97442470;7146;2 Promenade SAINT NICOLAS;COURBEVOIE;70770;5669
01/04/2014;799846571;SNC BENOUARI ERIC ET TAYEB;92400;Ecologie;PME;22830;68489;708181;206;1 Avenue LEON BOURGAIN;COURBEVOIE;40913;73972
01/08/2014;535035109;A LIVR'OUVERT;92400;Ecologie;TPE;2431;7294;75420;4;58 Rue VICTOR HUGO;COURBEVOIE;68894;51611
01/06/2015;811482306;HONDELATTE LAPORTE ARCHITECTES;92400;Agriculture;ETI;281819;845456;8742016;1993;102 Avenue MARCEAU;COURBEVOIE;30982;4303
02/10/1992;388365280;SNC BERTHELOT FOURREAU;92400;Informatique;PME;29495;88486;914950;17;38 Rue DE L ALMA;COURBEVOIE;76751;67674
01/01/2015;500454756;A M B ASSURANCES;92400;Automobile;PME;28321;84963;878518;46;21 Rue JEAN BART;COURBEVOIE;66296;62736
